,2025-07-31,2024-07-31,2023-07-31,2022-07-31
Tax Effect Of Unusual Items,-54946000.0,-148980000.0,-125316000.0,82984000.0
Tax Rate For Calcs,0.083,0.156,0.177,0.184
Normalized EBITDA,16166000000.0,16702000000.0,18179000000.0,16343000000.0
Total Unusual Items,-662000000.0,-955000000.0,-708000000.0,451000000.0
Total Unusual Items Excluding Goodwill,-662000000.0,-955000000.0,-708000000.0,451000000.0
Net Income From Continuing Operation Net Minority Interest,10180000000.0,10320000000.0,12613000000.0,11812000000.0
Reconciled Depreciation,2811000000.0,2507000000.0,1726000000.0,1957000000.0
Reconciled Cost Of Revenue,18081000000.0,17166000000.0,19801000000.0,17665000000.0
EBITDA,15504000000.0,15747000000.0,17471000000.0,16794000000.0
EBIT,12693000000.0,13240000000.0,15745000000.0,14837000000.0
Net Interest Income,-592000000.0,359000000.0,535000000.0,116000000.0
Interest Expense,1593000000.0,1006000000.0,427000000.0,360000000.0
Interest Income,1001000000.0,1365000000.0,962000000.0,476000000.0
Normalized Income,10787054000.0,11126020000.0,13195684000.0,11443984000.0
Net Income From Continuing And Discontinued Operation,10180000000.0,10320000000.0,12613000000.0,11812000000.0
Total Expenses,44150000000.0,40833000000.0,41436000000.0,37582000000.0
Total Operating Income As Reported,11760000000.0,12181000000.0,15031000000.0,13969000000.0
Diluted Average Shares,3998000000.0,4062000000.0,4105000000.0,4192000000.0
Basic Average Shares,3976000000.0,4043000000.0,4093000000.0,4170000000.0
Diluted EPS,2.61,2.54,3.07,2.82
Basic EPS,2.63,2.55,3.08,2.83
Diluted NI Availto Com Stockholders,10180000000.0,10320000000.0,12613000000.0,11812000000.0
Net Income Common Stockholders,10180000000.0,10320000000.0,12613000000.0,11812000000.0
Net Income,10180000000.0,10320000000.0,12613000000.0,11812000000.0
Net Income Including Noncontrolling Interests,10180000000.0,10320000000.0,12613000000.0,11812000000.0
Net Income Continuous Operations,10180000000.0,10320000000.0,12613000000.0,11812000000.0
Tax Provision,920000000.0,1914000000.0,2705000000.0,2665000000.0
Pretax Income,11100000000.0,12234000000.0,15318000000.0,14477000000.0
Other Income Expense,-812000000.0,-1095000000.0,-779000000.0,386000000.0
Other Non Operating Income Expenses,-150000000.0,-140000000.0,-71000000.0,-65000000.0
Special Income Charges,-744000000.0,-789000000.0,-531000000.0,-6000000.0
Restructuring And Mergern Acquisition,744000000.0,789000000.0,531000000.0,6000000.0
Gain On Sale Of Security,82000000.0,-166000000.0,-177000000.0,457000000.0
Net Non Operating Interest Income Expense,-592000000.0,359000000.0,535000000.0,116000000.0
Interest Expense Non Operating,1593000000.0,1006000000.0,427000000.0,360000000.0
Interest Income Non Operating,1001000000.0,1365000000.0,962000000.0,476000000.0
Operating Income,12504000000.0,12970000000.0,15562000000.0,13975000000.0
Operating Expense,24286000000.0,21858000000.0,20191000000.0,18273000000.0
Depreciation Amortization Depletion Income Statement,1028000000.0,698000000.0,282000000.0,313000000.0
Depreciation And Amortization In Income Statement,1028000000.0,698000000.0,282000000.0,313000000.0
Amortization,1028000000.0,698000000.0,282000000.0,313000000.0
Amortization Of Intangibles Income Statement,1028000000.0,698000000.0,282000000.0,313000000.0
Research And Development,9300000000.0,7983000000.0,7551000000.0,6774000000.0
Selling General And Administration,13958000000.0,13177000000.0,12358000000.0,11186000000.0
Selling And Marketing Expense,10966000000.0,10364000000.0,9880000000.0,9085000000.0
General And Administrative Expense,2992000000.0,2813000000.0,2478000000.0,2101000000.0
Other Gand A,2992000000.0,2813000000.0,2478000000.0,2101000000.0
Gross Profit,36790000000.0,34828000000.0,35753000000.0,32248000000.0
Cost Of Revenue,19864000000.0,18975000000.0,21245000000.0,19309000000.0
Total Revenue,56654000000.0,53803000000.0,56998000000.0,51557000000.0
Operating Revenue,56654000000.0,53803000000.0,56998000000.0,51557000000.0
