,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,878875000.0,1122917000.0,683214000.0,727616000.0,796080000.0,
Repurchase Of Capital Stock,-196392000.0,-24627000.0,0.0,-49202000.0,-67412000.0,
Repayment Of Debt,-339000.0,,,,240000.0,-240000.0
Issuance Of Debt,,,,,3105000.0,-420000.0
Capital Expenditure,-116257000.0,-16943000.0,-20593000.0,-16201000.0,-13953000.0,
End Cash Position,2539938000.0,2404019000.0,1984529000.0,1720209000.0,1974747000.0,
Beginning Cash Position,2404019000.0,1984529000.0,1720209000.0,1974747000.0,1573238000.0,
Effect Of Exchange Rate Changes,1928000.0,2516000.0,26440000.0,7473000.0,-30914000.0,
Changes In Cash,133991000.0,416974000.0,237880000.0,-262011000.0,432423000.0,
Financing Cash Flow,-618061000.0,-95262000.0,-231714000.0,-81410000.0,-290546000.0,
Cash Flow From Continuing Financing Activities,-618061000.0,-95262000.0,-231714000.0,-81410000.0,-290546000.0,
Net Other Financing Charges,-9426000.0,-34292000.0,-6668000.0,-3508000.0,-6040000.0,
Cash Dividends Paid,-411904000.0,-34190000.0,-223837000.0,-30338000.0,-220439000.0,
Common Stock Dividend Paid,-411904000.0,-34190000.0,-223837000.0,-30338000.0,-220439000.0,
Net Common Stock Issuance,-196392000.0,-24627000.0,0.0,-49202000.0,-67412000.0,
Common Stock Payments,-196392000.0,-24627000.0,0.0,-49202000.0,-67412000.0,
Net Issuance Payments Of Debt,-339000.0,-2153000.0,-1209000.0,1638000.0,3345000.0,
Net Long Term Debt Issuance,-339000.0,-2153000.0,-1209000.0,1638000.0,3345000.0,
Long Term Debt Payments,-339000.0,,,,240000.0,-240000.0
Long Term Debt Issuance,,,,,3105000.0,-420000.0
Investing Cash Flow,-243080000.0,-627624000.0,-234213000.0,-924418000.0,-87064000.0,
Cash Flow From Continuing Investing Activities,-243080000.0,-627624000.0,-234213000.0,-924418000.0,-87064000.0,
Net Other Investing Changes,-130682000.0,114221000.0,-69056000.0,14705000.0,-15239000.0,
Dividends Received Cfi,37807000.0,62483000.0,23126000.0,16295000.0,119320000.0,
Net Investment Purchase And Sale,29056000.0,-784382000.0,-279498000.0,-920738000.0,-140105000.0,
Sale Of Investment,1693231000.0,2048534000.0,1528010000.0,1621986000.0,2072294000.0,
Purchase Of Investment,-1664175000.0,-2832916000.0,-1807508000.0,-2542724000.0,-2212399000.0,
Net Investment Properties Purchase And Sale,26942000.0,3635000.0,-1165000.0,-14785000.0,181000.0,
Purchase Of Investment Properties,,3635000.0,,,,-22210000.0
Net Business Purchase And Sale,,,,,0.0,0.0
Sale Of Business,,,,,0.0,0.0
Net PPE Purchase And Sale,-116257000.0,-16943000.0,-20593000.0,-16201000.0,-13953000.0,
Purchase Of PPE,-116257000.0,-16943000.0,-20593000.0,-16201000.0,-13953000.0,
Operating Cash Flow,995132000.0,1139860000.0,703807000.0,743817000.0,810033000.0,
Cash Flow From Continuing Operating Activities,995132000.0,1139860000.0,703807000.0,743817000.0,810033000.0,
Change In Working Capital,515582000.0,708206000.0,360244000.0,367209000.0,380440000.0,
Change In Other Working Capital,91799000.0,174240000.0,-5143000.0,-162908000.0,27832000.0,
Change In Receivables,117919000.0,114822000.0,-318483000.0,-43844000.0,127396000.0,
Changes In Account Receivables,117919000.0,114822000.0,-318483000.0,-43844000.0,127396000.0,
Other Non Cash Items,5240000.0,938000.0,-580000.0,-222000.0,-758000.0,
Stock Based Compensation,13902000.0,13135000.0,15064000.0,12423000.0,14062000.0,
Unrealized Gain Loss On Investment Securities,-3170000.0,-9590000.0,-63630000.0,-19947000.0,-163241000.0,
Depreciation And Amortization,-15302000.0,-9069000.0,-13969000.0,-9786000.0,-13645000.0,
Operating Gains Losses,29369000.0,-74792000.0,5389000.0,-23431000.0,17074000.0,
Gain Loss On Investment Securities,29369000.0,-74792000.0,5389000.0,-23431000.0,17074000.0,
Net Income From Continuing Operations,449511000.0,511032000.0,401289000.0,417571000.0,576101000.0,
