,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,43100000.0,-18300000.0,10100000.0,-64400000.0,-15900000.0,
Repayment Of Debt,-2500000.0,-845700000.0,-2700000.0,-2500000.0,-2500000.0,
Issuance Of Debt,46900000.0,1255700000.0,0.0,0.0,0.0,
Capital Expenditure,-83600000.0,-76200000.0,-53900000.0,-62800000.0,-40200000.0,
Interest Paid Supplemental Data,10200000.0,100000.0,9400000.0,200000.0,9400000.0,
Income Tax Paid Supplemental Data,14700000.0,3200000.0,10100000.0,,,
End Cash Position,657700000.0,772900000.0,520700000.0,516400000.0,479700000.0,
Beginning Cash Position,772900000.0,520700000.0,516400000.0,479700000.0,489200000.0,
Changes In Cash,-115200000.0,252200000.0,4300000.0,36700000.0,-9500000.0,
Financing Cash Flow,-10500000.0,262100000.0,-300000.0,-14800000.0,-3100000.0,
Cash Flow From Continuing Financing Activities,-10500000.0,262100000.0,-300000.0,-14800000.0,-3100000.0,
Net Other Financing Charges,-62100000.0,-149400000.0,-5400000.0,-12500000.0,-7800000.0,
Proceeds From Stock Option Exercised,7200000.0,1500000.0,7800000.0,200000.0,7200000.0,
Net Issuance Payments Of Debt,44400000.0,410000000.0,-2700000.0,-2500000.0,-2500000.0,
Net Long Term Debt Issuance,44400000.0,410000000.0,-2700000.0,-2500000.0,-2500000.0,
Long Term Debt Payments,-2500000.0,-845700000.0,-2700000.0,-2500000.0,-2500000.0,
Long Term Debt Issuance,46900000.0,1255700000.0,0.0,0.0,0.0,
Investing Cash Flow,-231400000.0,-67800000.0,-59400000.0,53100000.0,-30700000.0,
Cash Flow From Continuing Investing Activities,-231400000.0,-67800000.0,-59400000.0,53100000.0,-30700000.0,
Net Investment Purchase And Sale,-147900000.0,8400000.0,-5500000.0,68000000.0,9500000.0,
Sale Of Investment,51300000.0,66700000.0,80200000.0,157800000.0,136000000.0,
Purchase Of Investment,-199200000.0,-58300000.0,-85700000.0,-89800000.0,-126500000.0,
Net Business Purchase And Sale,,,0.0,0.0,,
Purchase Of Business,,,0.0,0.0,,
Net Intangibles Purchase And Sale,,,0.0,0.0,0.0,0.0
Purchase Of Intangibles,,,0.0,0.0,0.0,0.0
Net PPE Purchase And Sale,-83500000.0,-76200000.0,-6100000.0,-62700000.0,-40200000.0,
Sale Of PPE,100000.0,0.0,47800000.0,100000.0,0.0,
Purchase Of PPE,-83600000.0,-76200000.0,-53900000.0,-62800000.0,-40200000.0,
Operating Cash Flow,126700000.0,57900000.0,64000000.0,-1600000.0,24300000.0,
Cash Flow From Continuing Operating Activities,126700000.0,57900000.0,64000000.0,-1600000.0,24300000.0,
Change In Working Capital,-72700000.0,-54600000.0,-254800000.0,-57800000.0,-11800000.0,
Change In Other Working Capital,,-1900000.0,-235000000.0,,,7200000.0
Change In Other Current Liabilities,-1300000.0,1700000.0,-2100000.0,-200000.0,-4400000.0,
Change In Other Current Assets,900000.0,-2600000.0,2700000.0,0.0,2600000.0,
Change In Payables And Accrued Expense,65600000.0,65000000.0,32900000.0,-14800000.0,22500000.0,
Change In Accrued Expense,13000000.0,36200000.0,8600000.0,7500000.0,-12100000.0,
Change In Payable,52600000.0,28800000.0,24300000.0,-22300000.0,34600000.0,
Change In Account Payable,51100000.0,28800000.0,24300000.0,6200000.0,6100000.0,
Change In Tax Payable,,,,,21300000.0,7200000.0
Change In Income Tax Payable,,,,,21300000.0,7200000.0
Change In Prepaid Assets,-25000000.0,-2400000.0,-13400000.0,-6700000.0,1600000.0,
Change In Inventory,-45000000.0,-57500000.0,-45600000.0,-20700000.0,1500000.0,
Change In Receivables,-69800000.0,-56900000.0,5700000.0,-32200000.0,-28400000.0,
Changes In Account Receivables,-69800000.0,-56900000.0,5700000.0,-32200000.0,-28400000.0,
Other Non Cash Items,-400000.0,3400000.0,2800000.0,3800000.0,-7500000.0,
Stock Based Compensation,45400000.0,42400000.0,40000000.0,62800000.0,38800000.0,
Asset Impairment Charge,0.0,-100000.0,-6200000.0,9600000.0,0.0,
Depreciation Amortization Depletion,64600000.0,62200000.0,61100000.0,60100000.0,64900000.0,
Depreciation And Amortization,64600000.0,62200000.0,61100000.0,60100000.0,64900000.0,
Amortization Cash Flow,34000000.0,34400000.0,34700000.0,35100000.0,39000000.0,
Amortization Of Intangibles,34000000.0,34400000.0,34700000.0,35100000.0,39000000.0,
Depreciation,30600000.0,27800000.0,26400000.0,25000000.0,25900000.0,
Operating Gains Losses,11600000.0,400000.0,7800000.0,-36000000.0,800000.0,
Gain Loss On Sale Of PPE,11600000.0,400000.0,0.0,4400000.0,600000.0,
Net Income From Continuing Operations,78200000.0,4200000.0,213300000.0,-44100000.0,-60900000.0,
