,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Ordinary Shares Number,161568384.0,155258845.0,148492783.0,140896598.0
Share Issued,161568384.0,155258845.0,148492783.0,140896598.0
Net Debt,8793260000.0,7563035000.0,6877230000.0,8095517000.0
Total Debt,9303506000.0,8129213000.0,7122906000.0,8370016000.0
Tangible Book Value,12752506000.0,11343568000.0,10046605000.0,8687834000.0
Invested Capital,22554837000.0,20028044000.0,17762698000.0,17566162000.0
Working Capital,-309920000.0,-73561000.0,-466824000.0,-554907000.0
Net Tangible Assets,12752506000.0,11343568000.0,10046605000.0,8687834000.0
Capital Lease Obligations,307559000.0,258838000.0,230272000.0,222945000.0
Common Stock Equity,13558890000.0,12157669000.0,10870064000.0,9419091000.0
Total Capitalization,22534295000.0,20018186000.0,17509275000.0,15179738000.0
Total Equity Gross Minority Interest,13558890000.0,12157669000.0,10870064000.0,9419091000.0
Stockholders Equity,13558890000.0,12157669000.0,10870064000.0,9419091000.0
Gains Losses Not Affecting Retained Earnings,475015000.0,465715000.0,518528000.0,369112000.0
Other Equity Adjustments,475015000.0,465715000.0,518528000.0,369112000.0
Retained Earnings,4861612000.0,4216619000.0,3666674000.0,3211157000.0
Additional Paid In Capital,8221455000.0,7474559000.0,6684120000.0,5838118000.0
Capital Stock,808000.0,776000.0,742000.0,704000.0
Common Stock,808000.0,776000.0,742000.0,704000.0
Total Liabilities Net Minority Interest,14690632000.0,13036796000.0,11646904000.0,12773898000.0
Total Non Current Liabilities Net Minority Interest,13328017000.0,11830921000.0,10294312000.0,9171298000.0
Other Non Current Liabilities,54001000.0,57731000.0,35098000.0,28013000.0
Derivative Product Liabilities,146000.0,313000.0,824000.0,1129000.0
Employee Benefits,68398000.0,67322000.0,66523000.0,91596000.0
Non Current Pension And Other Postretirement Benefit Plans,68398000.0,67322000.0,66523000.0,91596000.0
Tradeand Other Payables Non Current,50210000.0,46174000.0,46620000.0,39908000.0
Non Current Deferred Liabilities,3045402000.0,2778630000.0,2567344000.0,2393346000.0
Non Current Deferred Revenue,9573000.0,7973000.0,9158000.0,8628000.0
Non Current Deferred Taxes Liabilities,3035829000.0,2770657000.0,2558186000.0,2384718000.0
Long Term Debt And Capital Lease Obligation,9237954000.0,8085015000.0,6833663000.0,5944948000.0
Long Term Capital Lease Obligation,262549000.0,224498000.0,194452000.0,184301000.0
Long Term Debt,8975405000.0,7860517000.0,6639211000.0,5760647000.0
Long Term Provisions,7428000.0,7942000.0,5174000.0,5737000.0
Current Liabilities,1362615000.0,1205875000.0,1352592000.0,3602600000.0
Other Current Liabilities,291875000.0,254317000.0,305083000.0,290500000.0
Current Deferred Liabilities,63064000.0,71227000.0,88359000.0,84850000.0
Current Deferred Revenue,56185000.0,62085000.0,65266000.0,56016000.0
Current Debt And Capital Lease Obligation,65552000.0,44198000.0,289243000.0,2425068000.0
