,2025-04-30,2024-04-30,2023-04-30,2022-04-30
Tax Effect Of Unusual Items,-11760000.0,56604000.0,0.0,0.0
Tax Rate For Calcs,0.196,0.212,0.23,0.248
Normalized EBITDA,1350000000.0,1245000000.0,1187000000.0,1275000000.0
Total Unusual Items,-60000000.0,267000000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,-60000000.0,267000000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,869000000.0,1024000000.0,783000000.0,838000000.0
Reconciled Depreciation,87000000.0,87000000.0,80000000.0,79000000.0
Reconciled Cost Of Revenue,1632000000.0,1652000000.0,1734000000.0,1542000000.0
EBITDA,1290000000.0,1512000000.0,1187000000.0,1275000000.0
EBIT,1203000000.0,1425000000.0,1107000000.0,1196000000.0
Net Interest Income,-105000000.0,-113000000.0,-81000000.0,-77000000.0
Interest Expense,122000000.0,127000000.0,90000000.0,82000000.0
Interest Income,17000000.0,14000000.0,9000000.0,5000000.0
Normalized Income,917240000.0,813604000.0,783000000.0,838000000.0
Net Income From Continuing And Discontinued Operation,869000000.0,1024000000.0,783000000.0,838000000.0
Total Expenses,2808000000.0,3031000000.0,3101000000.0,2729000000.0
Total Operating Income As Reported,1107000000.0,1414000000.0,1127000000.0,1204000000.0
Diluted Average Shares,472950000.0,477220000.0,480465000.0,480565000.0
Basic Average Shares,472655000.0,476394000.0,479155000.0,478879000.0
Diluted EPS,1.84,2.14,1.63,1.74
Basic EPS,1.84,2.15,1.63,1.75
Diluted NI Availto Com Stockholders,869000000.0,1024000000.0,783000000.0,838000000.0
Net Income Common Stockholders,869000000.0,1024000000.0,783000000.0,838000000.0
Net Income,869000000.0,1024000000.0,783000000.0,838000000.0
Net Income Including Noncontrolling Interests,869000000.0,1024000000.0,783000000.0,838000000.0
Net Income Continuous Operations,869000000.0,1024000000.0,783000000.0,838000000.0
Tax Provision,212000000.0,274000000.0,234000000.0,276000000.0
Pretax Income,1081000000.0,1298000000.0,1017000000.0,1114000000.0
Other Income Expense,19000000.0,264000000.0,-29000000.0,-13000000.0
Other Non Operating Income Expenses,-4000000.0,-3000000.0,-29000000.0,-13000000.0
Special Income Charges,-60000000.0,267000000.0,0.0,0.0
Gain On Sale Of Business,0.0,267000000.0,0.0,0.0
Impairment Of Capital Assets,2000000.0,,,
Restructuring And Mergern Acquisition,58000000.0,0.0,0.0,
Earnings From Equity Interest,83000000.0,0.0,0.0,
Net Non Operating Interest Income Expense,-105000000.0,-113000000.0,-81000000.0,-77000000.0
Interest Expense Non Operating,122000000.0,127000000.0,90000000.0,82000000.0
Interest Income Non Operating,17000000.0,14000000.0,9000000.0,5000000.0
Operating Income,1167000000.0,1147000000.0,1127000000.0,1204000000.0
Operating Expense,1176000000.0,1379000000.0,1367000000.0,1187000000.0
Other Operating Expenses,-52000000.0,24000000.0,119000000.0,59000000.0
Selling General And Administration,1228000000.0,1355000000.0,1248000000.0,1128000000.0
Selling And Marketing Expense,484000000.0,529000000.0,506000000.0,438000000.0
General And Administrative Expense,744000000.0,826000000.0,742000000.0,690000000.0
Other Gand A,744000000.0,826000000.0,742000000.0,690000000.0
Gross Profit,2343000000.0,2526000000.0,2494000000.0,2391000000.0
Cost Of Revenue,1632000000.0,1652000000.0,1734000000.0,1542000000.0
Total Revenue,3975000000.0,4178000000.0,4228000000.0,3933000000.0
Excise Taxes,1081000000.0,1150000000.0,1144000000.0,1148000000.0
Operating Revenue,5056000000.0,5328000000.0,5372000000.0,5081000000.0
