,2025-05-31,2024-05-31,2023-05-31,2022-05-31
Tax Effect Of Unusual Items,3555200.0,-47314400.0,75713574.271613,40369800.0
Tax Rate For Calcs,0.202,0.196,0.194937,0.183
Normalized EBITDA,3905200000.0,4320400000.0,3694800000.0,3942700000.0
Total Unusual Items,17600000.0,-241400000.0,388400000.0,220600000.0
Total Unusual Items Excluding Goodwill,17600000.0,-241400000.0,388400000.0,220600000.0
Net Income From Continuing Operation Net Minority Interest,2295200000.0,2496600000.0,2593900000.0,2707300000.0
Reconciled Depreciation,539000000.0,552700000.0,546600000.0,570300000.0
Reconciled Cost Of Revenue,12753600000.0,12925100000.0,13548400000.0,12590600000.0
EBITDA,3922800000.0,4079000000.0,4083200000.0,4163300000.0
EBIT,3383800000.0,3526300000.0,3536600000.0,3593000000.0
Net Interest Income,-524200000.0,-479200000.0,-382100000.0,-379600000.0
Interest Expense,548800000.0,498000000.0,396100000.0,383400000.0
Interest Income,24600000.0,18800000.0,14000000.0,3800000.0
Normalized Income,2281155200.0,2690685600.0,2281213574.271613,2527069800.0
Net Income From Continuing And Discontinued Operation,2295200000.0,2496600000.0,2593900000.0,2707300000.0
Total Expenses,16199400000.0,16184100000.0,17048800000.0,15737600000.0
Total Operating Income As Reported,3304800000.0,3431700000.0,3433800000.0,3475800000.0
Diluted Average Shares,557500000.0,579500000.0,601200000.0,612600000.0
Basic Average Shares,554500000.0,575500000.0,594800000.0,607500000.0
Diluted EPS,4.1,4.31,4.31,4.42
Basic EPS,4.12,4.34,4.36,4.46
Diluted NI Availto Com Stockholders,2284700000.0,2496600000.0,2593900000.0,2707300000.0
Net Income Common Stockholders,2284700000.0,2496600000.0,2593900000.0,2707300000.0
Otherunder Preferred Stock Dividend,10500000.0,0.0,0.0,
Net Income,2295200000.0,2496600000.0,2593900000.0,2707300000.0
Minority Interests,-23700000.0,-22000000.0,-15700000.0,-27700000.0
Net Income Including Noncontrolling Interests,2318900000.0,2518600000.0,2609600000.0,2735000000.0
Net Income Continuous Operations,2318900000.0,2518600000.0,2609600000.0,2735000000.0
Earnings From Equity Interest Net Of Tax,57600000.0,84800000.0,81300000.0,111700000.0
Tax Provision,573700000.0,594500000.0,612200000.0,586300000.0
Pretax Income,2835000000.0,3028300000.0,3140500000.0,3209600000.0
Other Income Expense,72000000.0,-165600000.0,477200000.0,334000000.0
Other Non Operating Income Expenses,54400000.0,75800000.0,88800000.0,113400000.0
Special Income Charges,17600000.0,-241400000.0,388400000.0,220600000.0
Gain On Sale Of Business,95900000.0,0.0,444600000.0,194100000.0
Restructuring And Mergern Acquisition,78300000.0,241400000.0,56200000.0,-26500000.0
Net Non Operating Interest Income Expense,-524200000.0,-479200000.0,-382100000.0,-379600000.0
Interest Expense Non Operating,548800000.0,498000000.0,396100000.0,383400000.0
Interest Income Non Operating,24600000.0,18800000.0,14000000.0,3800000.0
Operating Income,3287200000.0,3673100000.0,3045400000.0,3255200000.0
Operating Expense,3445800000.0,3259000000.0,3500400000.0,3147000000.0
Selling General And Administration,3445800000.0,3259000000.0,3500400000.0,3147000000.0
Gross Profit,6733000000.0,6932100000.0,6545800000.0,6402200000.0
Cost Of Revenue,12753600000.0,12925100000.0,13548400000.0,12590600000.0
Total Revenue,19486600000.0,19857200000.0,20094200000.0,18992800000.0
Operating Revenue,19486600000.0,19857200000.0,20094200000.0,18992800000.0
