,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Tax Effect Of Unusual Items,-148184800.0,0.0,0.0,-9773400.0
Tax Rate For Calcs,0.152,0.194,0.181174,0.182
Normalized EBITDA,1501300000.0,1365900000.0,1394900000.0,1365400000.0
Total Unusual Items,-974900000.0,0.0,0.0,-53700000.0
Total Unusual Items Excluding Goodwill,-974900000.0,0.0,0.0,-53700000.0
Net Income From Continuing Operation Net Minority Interest,183200000.0,816000000.0,936000000.0,856300000.0
Reconciled Depreciation,224900000.0,229000000.0,224200000.0,206000000.0
Reconciled Cost Of Revenue,1721800000.0,1781700000.0,1946000000.0,2034100000.0
EBITDA,526400000.0,1365900000.0,1394900000.0,1311700000.0
EBIT,301500000.0,1136900000.0,1170700000.0,1105700000.0
Net Interest Income,-85400000.0,-125000000.0,-27600000.0,-58700000.0
Interest Expense,85400000.0,125000000.0,27600000.0,58700000.0
Normalized Income,1009915200.0,816000000.0,936000000.0,900226600.0
Net Income From Continuing And Discontinued Operation,183200000.0,816000000.0,936000000.0,856300000.0
Total Expenses,5740900000.0,5531100000.0,5488500000.0,5508700000.0
Total Operating Income As Reported,415000000.0,1140100000.0,1172400000.0,1175800000.0
Diluted Average Shares,222500000.0,233200000.0,241300000.0,270100000.0
Basic Average Shares,216800000.0,229200000.0,236400000.0,264300000.0
Diluted EPS,0.82,3.5,3.88,3.17
Basic EPS,0.84,3.56,3.96,3.24
Diluted NI Availto Com Stockholders,183200000.0,816000000.0,936000000.0,856300000.0
Net Income Common Stockholders,183200000.0,816000000.0,936000000.0,856300000.0
Net Income,183200000.0,816000000.0,936000000.0,856300000.0
Net Income Including Noncontrolling Interests,183200000.0,816000000.0,936000000.0,856300000.0
Net Income Continuous Operations,183200000.0,816000000.0,936000000.0,856300000.0
Tax Provision,32900000.0,195900000.0,207100000.0,190700000.0
Pretax Income,216100000.0,1011900000.0,1143100000.0,1047000000.0
Other Income Expense,-968300000.0,-3200000.0,-1700000.0,-70100000.0
Other Non Operating Income Expenses,6600000.0,-3200000.0,-1700000.0,-16400000.0
Special Income Charges,-974900000.0,0.0,0.0,-53700000.0
Other Special Charges,120100000.0,,,53700000.0
Impairment Of Capital Assets,854800000.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-85400000.0,-125000000.0,-27600000.0,-58700000.0
Interest Expense Non Operating,85400000.0,125000000.0,27600000.0,58700000.0
Operating Income,1269800000.0,1140100000.0,1172400000.0,1175800000.0
Operating Expense,4019100000.0,3749400000.0,3542500000.0,3474600000.0
Selling General And Administration,4019100000.0,3749400000.0,3542500000.0,3474600000.0
Gross Profit,5288900000.0,4889500000.0,4714900000.0,4650400000.0
Cost Of Revenue,1721800000.0,1781700000.0,1946000000.0,2034100000.0
Total Revenue,7010700000.0,6671200000.0,6660900000.0,6684500000.0
Operating Revenue,7010700000.0,6671200000.0,6660900000.0,6684500000.0
