,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Tax Effect Of Unusual Items,-404460000.0,-124530000.0,-72574000.0,-77362318.84058
Tax Rate For Calcs,0.21,0.21,0.277,0.206851
Normalized EBITDA,2072000000.0,2568000000.0,2658000000.0,4304000000.0
Total Unusual Items,-1926000000.0,-593000000.0,-262000000.0,-374000000.0
Total Unusual Items Excluding Goodwill,-1926000000.0,-593000000.0,-262000000.0,-374000000.0
Net Income From Continuing Operation Net Minority Interest,-1133000000.0,390000000.0,1006000000.0,2390000000.0
Reconciled Depreciation,829000000.0,825000000.0,744000000.0,727000000.0
Reconciled Cost Of Revenue,3729000000.0,4424000000.0,4564000000.0,4305000000.0
EBITDA,146000000.0,1975000000.0,2396000000.0,3930000000.0
EBIT,-683000000.0,1150000000.0,1652000000.0,3203000000.0
Net Interest Income,-243000000.0,-211000000.0,-124000000.0,-137000000.0
Interest Expense,357000000.0,378000000.0,255000000.0,167000000.0
Interest Income,114000000.0,167000000.0,131000000.0,30000000.0
Normalized Income,388540000.0,858470000.0,1195426000.0,2686637681.15942
Net Income From Continuing And Discontinued Operation,-1133000000.0,390000000.0,1006000000.0,2390000000.0
Total Expenses,13185000000.0,14045000000.0,14139000000.0,14193000000.0
Total Operating Income As Reported,-785000000.0,970000000.0,1509000000.0,3170000000.0
Diluted Average Shares,360100000.0,360800000.0,360900000.0,364900000.0
Basic Average Shares,360100000.0,359000000.0,357900000.0,360000000.0
Diluted EPS,-3.15,1.08,2.79,6.55
Basic EPS,-3.15,1.09,2.81,6.64
Diluted NI Availto Com Stockholders,-1133000000.0,390000000.0,1006000000.0,2390000000.0
Net Income Common Stockholders,-1133000000.0,390000000.0,1006000000.0,2390000000.0
Net Income,-1133000000.0,390000000.0,1006000000.0,2390000000.0
Minority Interests,0.0,-19000000.0,-4000000.0,-18000000.0
Net Income Including Noncontrolling Interests,-1133000000.0,409000000.0,1010000000.0,2408000000.0
Net Income Continuous Operations,-1133000000.0,409000000.0,1010000000.0,2408000000.0
Tax Provision,93000000.0,363000000.0,387000000.0,628000000.0
Pretax Income,-1040000000.0,772000000.0,1397000000.0,3036000000.0
Other Income Expense,-1938000000.0,-580000000.0,-250000000.0,-371000000.0
Other Non Operating Income Expenses,-12000000.0,13000000.0,12000000.0,3000000.0
Special Income Charges,-1926000000.0,-593000000.0,-262000000.0,-374000000.0
Other Special Charges,159000000.0,,,
Impairment Of Capital Assets,1286000000.0,471000000.0,207000000.0,241000000.0
Restructuring And Mergern Acquisition,481000000.0,122000000.0,55000000.0,133000000.0
Net Non Operating Interest Income Expense,-243000000.0,-211000000.0,-124000000.0,-137000000.0
Interest Expense Non Operating,357000000.0,378000000.0,255000000.0,167000000.0
Interest Income Non Operating,114000000.0,167000000.0,131000000.0,30000000.0
Operating Income,1141000000.0,1563000000.0,1771000000.0,3544000000.0
Operating Expense,9456000000.0,9621000000.0,9575000000.0,9888000000.0
Selling General And Administration,9456000000.0,9621000000.0,9575000000.0,9888000000.0
Gross Profit,10597000000.0,11184000000.0,11346000000.0,13432000000.0
Cost Of Revenue,3729000000.0,4424000000.0,4564000000.0,4305000000.0
Total Revenue,14326000000.0,15608000000.0,15910000000.0,17737000000.0
Operating Revenue,14326000000.0,15608000000.0,15910000000.0,17737000000.0
