,2025-09-30,2024-09-30,2023-09-30,2022-09-30
Tax Effect Of Unusual Items,-2053336.0,0.0,434784.0,0.0
Tax Rate For Calcs,0.188,0.201,0.224,0.207
Normalized EBITDA,962116000.0,761490000.0,661867000.0,560741000.0
Total Unusual Items,-10922000.0,0.0,1941000.0,0.0
Total Unusual Items Excluding Goodwill,-10922000.0,0.0,1941000.0,0.0
Net Income From Continuing Operation Net Minority Interest,651946000.0,512811000.0,429375000.0,373541000.0
Reconciled Depreciation,14952000.0,13827000.0,14638000.0,20465000.0
Reconciled Cost Of Revenue,338770000.0,335296000.0,297515000.0,283770000.0
EBITDA,951194000.0,761490000.0,663808000.0,560741000.0
EBIT,936242000.0,747663000.0,649170000.0,540276000.0
Net Interest Income,-133647000.0,-105638000.0,-95546000.0,-68967000.0
Interest Expense,133647000.0,105638000.0,95546000.0,68967000.0
Normalized Income,660814664.0,512811000.0,427868784.0,373541000.0
Net Income From Continuing And Discontinued Operation,651946000.0,512811000.0,429375000.0,373541000.0
Total Expenses,1055097000.0,983897000.0,872668000.0,834856000.0
Total Operating Income As Reported,924850000.0,733629000.0,642830000.0,542414000.0
Diluted Average Shares,24561000.0,25079000.0,25367000.0,26347000.0
Basic Average Shares,24239000.0,24676000.0,24986000.0,26042000.0
Diluted EPS,26.54,20.45,16.93,14.18
Basic EPS,26.9,20.78,17.18,14.34
Diluted NI Availto Com Stockholders,651946000.0,512811000.0,429375000.0,373541000.0
Net Income Common Stockholders,651946000.0,512811000.0,429375000.0,373541000.0
Net Income,651946000.0,512811000.0,429375000.0,373541000.0
Net Income Including Noncontrolling Interests,651946000.0,512811000.0,429375000.0,373541000.0
Net Income Continuous Operations,651946000.0,512811000.0,429375000.0,373541000.0
Tax Provision,150649000.0,129214000.0,124249000.0,97768000.0
Pretax Income,802595000.0,642025000.0,553624000.0,471309000.0
Other Income Expense,470000.0,14034000.0,8281000.0,-2138000.0
Other Non Operating Income Expenses,11392000.0,14034000.0,6340000.0,-2138000.0
Special Income Charges,-10922000.0,0.0,1941000.0,0.0
Gain On Sale Of Business,0.0,0.0,1941000.0,0.0
Restructuring And Mergern Acquisition,10922000.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-133647000.0,-105638000.0,-95546000.0,-68967000.0
Interest Expense Non Operating,133647000.0,105638000.0,95546000.0,68967000.0
Operating Income,935772000.0,733629000.0,640889000.0,542414000.0
Operating Expense,701375000.0,635691000.0,561615000.0,532682000.0
Depreciation Amortization Depletion Income Statement,0.0,917000.0,1100000.0,2061000.0
Depreciation And Amortization In Income Statement,0.0,917000.0,1100000.0,2061000.0
Amortization,0.0,917000.0,1100000.0,2061000.0
Amortization Of Intangibles Income Statement,0.0,917000.0,1100000.0,2061000.0
Research And Development,188347000.0,171940000.0,159950000.0,146758000.0
Selling General And Administration,513028000.0,462834000.0,400565000.0,383863000.0
Gross Profit,1637147000.0,1369320000.0,1202504000.0,1075096000.0
Cost Of Revenue,353722000.0,348206000.0,311053000.0,302174000.0
Total Revenue,1990869000.0,1717526000.0,1513557000.0,1377270000.0
Operating Revenue,1990869000.0,1717526000.0,1513557000.0,1377270000.0
