,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Tax Effect Of Unusual Items,-2667612.0,-2808928.0,-5759676.0,-81699.0
Tax Rate For Calcs,0.101,0.122,0.117,0.113
Normalized EBITDA,6549021000.0,4928181000.0,5687332000.0,5712335000.0
Total Unusual Items,-26412000.0,-23024000.0,-49228000.0,-723000.0
Total Unusual Items Excluding Goodwill,-26412000.0,-23024000.0,-49228000.0,-723000.0
Net Income From Continuing Operation Net Minority Interest,5358217000.0,3827772000.0,4510931000.0,4605286000.0
Reconciled Depreciation,386277000.0,359699000.0,342432000.0,333739000.0
Reconciled Cost Of Revenue,9456532000.0,7852595000.0,9651591000.0,9355232000.0
EBITDA,6522609000.0,4905157000.0,5638104000.0,5711612000.0
EBIT,6136332000.0,4545458000.0,5295672000.0,5377873000.0
Net Interest Income,53128000.0,66702000.0,-47478000.0,-169550000.0
Interest Expense,178203000.0,185236000.0,186462000.0,184759000.0
Interest Income,231331000.0,251938000.0,138984000.0,15209000.0
Normalized Income,5381961388.0,3847987072.0,4554399324.0,4605927301.0
Net Income From Continuing And Discontinued Operation,5358217000.0,3827772000.0,4510931000.0,4605286000.0
Total Expenses,12534623000.0,10623286000.0,12211506000.0,11845217000.0
Total Operating Income As Reported,5900968000.0,4263913000.0,5174860000.0,5381822000.0
Diluted Average Shares,1290142000.0,1319950000.0,1358340000.0,1406280000.0
Basic Average Shares,1286101000.0,1314100000.0,1354720000.0,1398990000.0
Diluted EPS,4.15,2.9,3.321,3.275
Basic EPS,4.17,2.913,3.33,3.292
Diluted NI Availto Com Stockholders,5358217000.0,3827772000.0,4510931000.0,4605286000.0
Net Income Common Stockholders,5358217000.0,3827772000.0,4510931000.0,4605286000.0
Net Income,5358217000.0,3827772000.0,4510931000.0,4605286000.0
Net Income Including Noncontrolling Interests,5358217000.0,3827772000.0,4510931000.0,4605286000.0
Net Income Continuous Operations,5358217000.0,3827772000.0,4510931000.0,4605286000.0
Tax Provision,599912000.0,532450000.0,598279000.0,587828000.0
Pretax Income,5958129000.0,4360222000.0,5109210000.0,5193114000.0
Other Income Expense,4033000.0,11420000.0,-60322000.0,-19158000.0
Other Non Operating Income Expenses,30445000.0,34444000.0,-11094000.0,-18435000.0
Special Income Charges,0.0,-18187000.0,-42150000.0,0.0
Restructuring And Mergern Acquisition,0.0,18187000.0,42150000.0,0.0
Gain On Sale Of Security,-26412000.0,-4837000.0,-7078000.0,-723000.0
Net Non Operating Interest Income Expense,53128000.0,66702000.0,-47478000.0,-169550000.0
Interest Expense Non Operating,178203000.0,185236000.0,186462000.0,184759000.0
Interest Income Non Operating,231331000.0,251938000.0,138984000.0,15209000.0
Operating Income,5900968000.0,4282100000.0,5217010000.0,5381822000.0
Operating Expense,3078091000.0,2770691000.0,2559915000.0,2489985000.0
Research And Development,2096387000.0,1902444000.0,1727162000.0,1604248000.0
Selling General And Administration,981704000.0,868247000.0,832753000.0,885737000.0
Gross Profit,8979059000.0,7052791000.0,7776925000.0,7871807000.0
Cost Of Revenue,9456532000.0,7852595000.0,9651591000.0,9355232000.0
Total Revenue,18435591000.0,14905386000.0,17428516000.0,17227039000.0
Operating Revenue,18435591000.0,14905386000.0,17428516000.0,17227039000.0
