,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Tax Effect Of Unusual Items,-35876460.0,-3969860.0,8813980.0,1855724.0
Tax Rate For Calcs,0.255,0.095,0.157,0.127
Normalized EBITDA,357567000.0,354924000.0,400972000.0,399152000.0
Total Unusual Items,-140692000.0,-41788000.0,56140000.0,14612000.0
Total Unusual Items Excluding Goodwill,-140692000.0,-41788000.0,56140000.0,14612000.0
Net Income From Continuing Operation Net Minority Interest,73400000.0,168105000.0,285263000.0,272051000.0
Reconciled Depreciation,109903000.0,111711000.0,107238000.0,101069000.0
Reconciled Cost Of Revenue,350745000.0,309334000.0,291725000.0,280526000.0
EBITDA,216875000.0,313136000.0,457112000.0,413764000.0
EBIT,106972000.0,201425000.0,349874000.0,312695000.0
Net Interest Income,-4623000.0,-12413000.0,-7805000.0,-10515000.0
Interest Expense,8509000.0,15736000.0,11215000.0,11309000.0
Interest Income,3886000.0,3323000.0,3410000.0,794000.0
Normalized Income,178215540.0,205923140.0,237936980.0,259294724.0
Net Income From Continuing And Discontinued Operation,73400000.0,168105000.0,285263000.0,272051000.0
Total Expenses,976831000.0,912659000.0,845704000.0,809771000.0
Total Operating Income As Reported,102255000.0,206686000.0,298944000.0,296590000.0
Diluted Average Shares,159717000.0,160774000.0,161855000.0,164116000.0
Basic Average Shares,157521000.0,157708000.0,157179000.0,156876000.0
Diluted EPS,0.46,1.05,1.76,1.6575
Basic EPS,0.47,1.07,1.81,1.7325
Diluted NI Availto Com Stockholders,73363000.0,168072000.0,285193000.0,271930000.0
Net Income Common Stockholders,73363000.0,168072000.0,285193000.0,271930000.0
Otherunder Preferred Stock Dividend,37000.0,33000.0,70000.0,121000.0
Net Income,73400000.0,168105000.0,285263000.0,272051000.0
Minority Interests,0.0,0.0,-179000.0,8952000.0
Net Income Including Noncontrolling Interests,73400000.0,168105000.0,285442000.0,263099000.0
Net Income Continuous Operations,73400000.0,168105000.0,285442000.0,263099000.0
Tax Provision,25063000.0,17584000.0,53217000.0,38287000.0
Pretax Income,98463000.0,185689000.0,338659000.0,301386000.0
Other Income Expense,-139718000.0,-48299000.0,55466000.0,16073000.0
Other Non Operating Income Expenses,36000.0,330000.0,469000.0,1461000.0
Special Income Charges,-142139000.0,-41345000.0,6136000.0,-1273000.0
Other Special Charges,41827000.0,3506000.0,,
Write Off,80503000.0,21963000.0,0.0,18715000.0
Restructuring And Mergern Acquisition,19809000.0,15876000.0,-6136000.0,-17442000.0
Earnings From Equity Interest,938000.0,-6841000.0,-1143000.0,0.0
Gain On Sale Of Security,1447000.0,-443000.0,50004000.0,15885000.0
Net Non Operating Interest Income Expense,-4623000.0,-12413000.0,-7805000.0,-10515000.0
Interest Expense Non Operating,8509000.0,15736000.0,11215000.0,11309000.0
Interest Income Non Operating,3886000.0,3323000.0,3410000.0,794000.0
Operating Income,242804000.0,246401000.0,290998000.0,295828000.0
Operating Expense,547468000.0,523324000.0,478817000.0,460668000.0
Other Taxes,1590000.0,1630000.0,1810000.0,2035000.0
Depreciation Amortization Depletion Income Statement,31285000.0,31710000.0,32076000.0,32492000.0
Depreciation And Amortization In Income Statement,31285000.0,31710000.0,32076000.0,32492000.0
Amortization,31285000.0,31710000.0,32076000.0,32492000.0
Amortization Of Intangibles Income Statement,31285000.0,31710000.0,32076000.0,32492000.0
Research And Development,99496000.0,96664000.0,92493000.0,87140000.0
Selling General And Administration,415097000.0,393320000.0,352438000.0,339001000.0
General And Administrative Expense,415097000.0,393320000.0,352438000.0,339001000.0
Other Gand A,374237000.0,353868000.0,312169000.0,293916000.0
Salaries And Wages,40860000.0,39452000.0,40269000.0,45085000.0
Gross Profit,790272000.0,769725000.0,769815000.0,756496000.0
Cost Of Revenue,429363000.0,389335000.0,366887000.0,349103000.0
Total Revenue,1219635000.0,1159060000.0,1136702000.0,1105599000.0
Operating Revenue,1219635000.0,1159060000.0,1136702000.0,1105599000.0
