,2025-04-30,2024-04-30,2023-04-30,2022-04-30
Tax Effect Of Unusual Items,-96944000.0,-87750000.0,-101775000.0,-12865000.0
Tax Rate For Calcs,0.166,0.234,0.295,0.083
Normalized EBITDA,9802000000.0,8578000000.0,9042000000.0,8932000000.0
Total Unusual Items,-584000000.0,-375000000.0,-345000000.0,-155000000.0
Total Unusual Items Excluding Goodwill,-584000000.0,-375000000.0,-345000000.0,-155000000.0
Net Income From Continuing Operation Net Minority Interest,4662000000.0,3676000000.0,3758000000.0,5039000000.0
Reconciled Depreciation,2861000000.0,2647000000.0,2697000000.0,2707000000.0
Reconciled Cost Of Revenue,10578000000.0,10262000000.0,9720000000.0,9171000000.0
EBITDA,9218000000.0,8203000000.0,8697000000.0,8777000000.0
EBIT,6357000000.0,5556000000.0,6000000000.0,6070000000.0
Net Interest Income,-729000000.0,-719000000.0,-636000000.0,-553000000.0
Interest Expense,729000000.0,719000000.0,636000000.0,553000000.0
Normalized Income,5149056000.0,3963250000.0,4001225000.0,5181135000.0
Net Income From Continuing And Discontinued Operation,4662000000.0,3676000000.0,3758000000.0,5039000000.0
Total Expenses,26997000000.0,26844000000.0,25397000000.0,25778000000.0
Total Operating Income As Reported,5955000000.0,5144000000.0,5485000000.0,5752000000.0
Diluted Average Shares,1289900000.0,1330200000.0,1332800000.0,1351400000.0
Basic Average Shares,1285600000.0,1327700000.0,1329800000.0,1342400000.0
Diluted EPS,3.61,2.76,2.82,3.73
Basic EPS,3.63,2.77,2.83,3.75
Diluted NI Availto Com Stockholders,4662000000.0,3676000000.0,3758000000.0,5039000000.0
Net Income Common Stockholders,4662000000.0,3676000000.0,3758000000.0,5039000000.0
Net Income,4662000000.0,3676000000.0,3758000000.0,5039000000.0
Minority Interests,-29000000.0,-28000000.0,-26000000.0,-22000000.0
Net Income Including Noncontrolling Interests,4691000000.0,3705000000.0,3784000000.0,5062000000.0
Net Income Continuous Operations,4691000000.0,3705000000.0,3784000000.0,5062000000.0
Tax Provision,936000000.0,1133000000.0,1580000000.0,456000000.0
Pretax Income,5628000000.0,4837000000.0,5364000000.0,5517000000.0
Other Income Expense,-182000000.0,37000000.0,170000000.0,163000000.0
Other Non Operating Income Expenses,402000000.0,412000000.0,515000000.0,318000000.0
Special Income Charges,-584000000.0,-375000000.0,-345000000.0,-155000000.0
Other Special Charges,317000000.0,149000000.0,-30000000.0,95000000.0
Restructuring And Mergern Acquisition,267000000.0,226000000.0,375000000.0,60000000.0
Net Non Operating Interest Income Expense,-729000000.0,-719000000.0,-636000000.0,-553000000.0
Interest Expense Non Operating,729000000.0,719000000.0,636000000.0,553000000.0
Operating Income,6540000000.0,5520000000.0,5830000000.0,5908000000.0
Operating Expense,15365000000.0,15628000000.0,14678000000.0,15633000000.0
Other Operating Expenses,-23000000.0,464000000.0,-131000000.0,862000000.0
Depreciation Amortization Depletion Income Statement,1807000000.0,1693000000.0,1698000000.0,1733000000.0
Depreciation And Amortization In Income Statement,1807000000.0,1693000000.0,1698000000.0,1733000000.0
Amortization,1807000000.0,1693000000.0,1698000000.0,1733000000.0
Amortization Of Intangibles Income Statement,1807000000.0,1693000000.0,1698000000.0,1733000000.0
Research And Development,2732000000.0,2735000000.0,2696000000.0,2746000000.0
Selling General And Administration,10849000000.0,10736000000.0,10415000000.0,10292000000.0
Gross Profit,21905000000.0,21148000000.0,20508000000.0,21541000000.0
Cost Of Revenue,11632000000.0,11216000000.0,10719000000.0,10145000000.0
Total Revenue,33537000000.0,32364000000.0,31227000000.0,31686000000.0
Operating Revenue,33537000000.0,32364000000.0,31227000000.0,31686000000.0
